Customer_Name,#Purchases,Total_Sales,Average Profit % gained,First_Purchase_Date,Latest_Purchase_Date,Products_Purchased,Location_Count,Avg_delivery_time
Ann Chong,18,2537.686,30.06010888371905,2015-09-15,2017-12-24,"['Newell 324' 'DAX Cubicle Frames - 8x10'
 'Bush Advantage Collection Racetrack Conference Table'
 'Fellowes Basic Home/Office Series Surge Protectors'
 'ACCOHIDE 3-Ring Binder, Blue, 1""' 'Cisco SPA508G' 'Avery 518'
 'Global Commerce Series High-Back Swivel/Tilt Chairs'
 'BIC Brite Liner Grip Highlighters'
 'WD My Passport Ultra 2TB Portable External Hard Drive'
 'Sony Micro Vault Click 16 GB USB 2.0 Flash Drive' 'Xerox 1962'
 'Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear'
 'Alliance Rubber Bands'
 'invisibleSHIELD by ZAGG Smudge-Free Screen Protector'
 'Avery Hidden Tab Dividers for Binding Systems'
 'Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h'
 'Iris Project Case']",['New York City' 'Rochester' 'Seattle' 'Philadelphia' 'Beaumont'],4.333333333333333
Ann Steele,12,833.3979999999999,45.17025453022493,2014-08-01,2017-09-29,"['Avery 499' '#10- 4 1/8"" x 9 1/2"" Recycled Envelopes'
 'Wasp CCD Handheld Bar Code Reader' 'Avery 474' 'Staples in misc. colors'
 'Acco Clips to Go Binder Clips, 24 Clips in Two Sizes'
 'Office Star - Ergonomically Designed Knee Chair'
 'Avery Durable Slant Ring Binders, No Labels'
 'G.E. Longer-Life Indoor Recessed Floodlight Bulbs'
 'Advantus Rolling Drawer Organizers']","['Pasadena' 'Boynton Beach' 'Philadelphia' 'San Francisco' 'Louisville'
 'Seattle' 'Knoxville']",5.5
Anna Andreadi,18,5086.9349999999995,42.364754935827385,2014-06-22,2017-11-05,"['Padded Folding Chairs, Black, 4/Carton' 'Panasonic Kx-TS550'
 'Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back'
 'Master Caster Door Stop, Brown'
 'Inter-Office Recycled Envelopes, Brown Kraft, Button-String,10"" x 13"" , 100/Box'
 'Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors'
 'Eldon Shelf Savers Cubes and Bins' 'Coloredge Poster Frame'
 'Poly Designer Cover & Back' 'Fellowes Neat Ideas Storage Cubes'
 'Nontoxic Chalk' 'Xerox 1996'
 'Cisco IP\xa0Phone\xa07961G VoIP\xa0phone\xa0- Dark gray'
 'Linden 10"" Round Wall Clock, Black' 'Ultra Door Push Plate'
 'Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand'
 'Easy-staple paper' 'Hon Olson Stacker Chairs']","['Chester' 'San Francisco' 'Georgetown' 'San Diego' 'Lowell'
 'Oklahoma City']",3.888888888888889
Anna Chung,6,657.316,17.27978973518285,2014-10-15,2017-03-23,"['Fellowes Officeware Wire Shelving' 'Global Italian Leather Office Chair'
 'Xerox 1897' 'Ooma Telo VoIP Home Phone System'
 'i.Sound Portable Power - 8000 mAh' 'Xerox 1895']",['Huntsville' 'Parma' 'San Francisco' 'Lawrence'],3.0
Anna Gayman,15,3489.0396,23.401528932556218,2015-05-07,2017-09-24,"['Super Decoflex Portable Personal File'
 'Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish'
 'Contico 72""H Heavy-Duty Storage System'
 'Sony 64GB Class 10 Micro SDHC R40 Memory Card'
 'Holmes HEPA Air Purifier'
 'Samsung Replacement EH64AVFWE Premium Headset' 'Newell 322'
 'Chromcraft Round Conference Tables' 'Xerox 198'
 'Fellowes Desktop Hanging File Manager' 'Avery Durable Poly Binders'
 'Rosewill 107 Normal Keys USB Wired Standard Keyboard' 'Xerox 1882'
 'Electrix Fluorescent Magnifier Lamps & Weighted Base'
 'Easy-staple paper']",['Houston' 'Jacksonville' 'Allen' 'Columbus' 'Milwaukee' 'Concord' 'Salem'],3.6
Anna Häberlin,23,7888.294,18.206358496115126,2014-04-02,2016-11-15,"['Easy-staple paper' 'Newell 317'
 'Wilson Jones Leather-Like Binders with DublLock Round Rings'
 'SlimView Poly Binder, 3/8""'
 'Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal'
 'VTech DS6151' ""Global Push Button Manager's Chair, Indigo""
 'Polycom SoundPoint IP 450 VoIP phone'
 'Hon Rectangular Conference Tables'
 'Plantronics CS510 - Over-the-Head monaural Wireless Headset System'
 'Avery 473' 'Wausau Papers Astrobrights Colored Envelopes'
 'ShoreTel ShorePhone IP 230 VoIP phone'
 'Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H'
 'Stiletto Hand Letter Openers'
 'Avery Self-Adhesive Photo Pockets for Polaroid Photos'
 'Eldon Expressions Wood Desk Accessories, Oak'
 'Fellowes Presentation Covers for Comb Binding Machines' 'Staple holder'
 'Laminate Occasional Tables' 'Luxo Adjustable Task Clamp Lamp'
 'Samsung HM1900 Bluetooth Headset'
 'Magna Visual Magnetic Picture Hangers']","['New York City' 'Plantation' 'San Diego' 'Springfield' 'Roswell'
 'Houston' 'Dallas' 'Detroit' 'Los Angeles' 'San Francisco'
 'Virginia Beach' 'Coral Gables']",5.086956521739131
Anne McFarland,22,5664.021999999999,44.25018627547849,2014-10-31,2017-07-21,"['Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat'
 'Southworth Parchment Paper & Envelopes' 'Tennsco Double-Tier Lockers'
 '#10- 4 1/8"" x 9 1/2"" Recycled Envelopes' 'Lumber Crayons'
 'RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set'
 'Eldon Expressions Wood Desk Accessories, Oak'
 'GBC Recycled VeloBinder Covers' 'Eldon Wave Desk Accessories'
 'Hon Pagoda Stacking Chairs'
 'Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables'
 'Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base'
 'Cisco SPA 502G IP Phone' 'Berol Giant Pencil Sharpener'
 'Nortel Networks T7316 E Nt8 B27' 'Regeneration Desk Collection'
 'Newell 35' 'Bush Westfield Collection Bookcases, Fully Assembled'
 'Cardinal Holdit Business Card Pockets' 'Premier Electric Letter Opener'
 'Heavy-Duty E-Z-D Binders' 'Wilson Jones Impact Binders']","['Auburn' 'Los Angeles' 'Cranston' 'Seattle' 'Des Plaines' 'Salem'
 'Jacksonville' 'Las Vegas']",4.318181818181818
Anne Pryor,19,1638.554,34.95378881297313,2014-03-03,2017-11-19,"['PowerGen Dual USB Car Charger'
 'Ibico Laser Imprintable Binding System Covers'
 'Cardinal HOLDit! Binder Insert Strips,Extra Strips' 'Xerox 1949'
 'Bush Westfield Collection Bookcases, Dark Cherry Finish' 'Avery 52'
 'SanDisk Cruzer 8 GB USB Flash Drive' 'Nu-Dell Oak Frame'
 'Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity'
 'Hon 61000 Series Interactive Training Tables'
 'Seth Thomas 14"" Day/Date Wall Clock' 'GBC Personal VeloBind Strips'
 'Avaya 5410 Digital phone' 'Blackstonian Pencils' 'Xerox 1977'
 'Cisco SPA301' 'Alliance Big Bands Rubber Bands, 12/Pack'
 'Avery Durable Slant Ring Binders With Label Holder'
 'Ibico Recycled Linen-Style Covers']","['New York City' 'Florence' 'Malden' 'Frisco' 'Philadelphia'
 'Fort Lauderdale' 'Los Angeles']",4.0
Annie Thurman,16,3831.864,34.131786896199834,2014-08-30,2017-12-17,"['Belkin Premiere Surge Master II 8-outlet surge protector'
 'JBL Micro Wireless Portable Bluetooth Speaker'
 'VariCap6 Expandable Binder'
 'Ampad Evidence Wirebond Steno Books, 6"" x 9""' 'Xerox 1884'
 'Safco Steel Mobile File Cart' 'GBC Wire Binding Combs'
 'Deflect-o Glass Clear Studded Chair Mats'
 'Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black'
 'Newell 315' 'Belkin F5C206VTEL 6 Outlet Surge'
 'Wilson Jones Standard D-Ring Binders'
 'Fellowes Bankers Box Stor/Drawer Steel Plus'
 'Brites Rubber Bands, 1 1/2 oz. Box'
 'Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5'
 'Sony Micro Vault Click 16 GB USB 2.0 Flash Drive']","['Seattle' 'Chicago' 'Stockton' 'Nashville' 'New York City' 'Morristown'
 'Bristol' 'Los Angeles' 'Houston']",4.1875
Annie Zypern,12,1622.018,29.50822578509009,2014-03-17,2017-07-23,"['Iceberg Nesting Folding Chair, 19w x 6d x 43h' 'Newell 333' 'Xerox 1966'
 'Xerox 1967' 'Portable Personal File Box'
 'Logitech B530 USB\xa0Headset\xa0-\xa0headset\xa0- Full size, Binaural'
 'Boston 1730 StandUp Electric Pencil Sharpener' 'Avery 508'
 'Fellowes Mobile File Cart, Black' 'Chromcraft Round Conference Tables'
 'Anker Astro 15000mAh USB Portable Charger'
 'Hunt PowerHouse Electric Pencil Sharpener, Blue']",['New York City' 'Dallas' 'Los Angeles' 'San Diego' 'Wheeling'],3.6666666666666665
Anthony Garverick,5,170.584,5.342108871520631,2014-09-17,2017-10-14,"['Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue'
 'Vinyl Sectional Post Binders'
 'GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black'
 'Catalog Binders with Expanding Posts' 'Avery Poly Binder Pockets']",['Philadelphia' 'Hampton' 'Chicago' 'Lawrence'],3.6
Anthony Jacobs,15,4867.343999999999,44.61862933222655,2014-01-10,2017-10-16,"['Avery 482' 'Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock'
 'ACCOHIDE Binder by Acco' 'Green Bar Computer Printout Paper'
 'Hoover Upright Vacuum With Dirt Cup'
 'Fellowes Strictly Business Drawer File, Letter/Legal Size' 'Xerox 1906'
 'OIC #2 Pencils, Medium Soft' 'Prang Colored Pencils'
 'Eberhard Faber 3 1/2"" Golf Pencils'
 'Belkin F8E887 USB Wired Ergonomic Keyboard'
 'Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal'
 'Avery 505' 'Hon 94000 Series Round Tables'
 'Wirebound Message Book, 4 per Page']","['Springfield' 'Palm Coast' 'Scottsdale' 'Beverly' 'Baltimore' 'Lorain'
 'Los Angeles']",3.7333333333333334
Anthony Johnson,21,4501.391,42.68188866270379,2014-05-14,2017-07-17,"['Electrix Halogen Magnifier Lamp'
 'Logitech\xa0MX Performance Wireless Mouse' 'Newell 337'
 'Logitech B530 USB\xa0Headset\xa0-\xa0headset\xa0- Full size, Binaural'
 'Contract Clock, 14"", Brown' 'Stacking Trays by OIC' 'Xerox 1981'
 'DYMO CardScan Personal V9 Business Card Scanner'
 'Avery Hanging File Binders' 'Mophie Juice Pack Helium for iPhone'
 'Avery 477' 'Executive Impressions 10"" Spectator Wall Clock'
 'Round Ring Binders' 'Xerox 221'
 'Peel & Seel Recycled Catalog Envelopes, Brown'
 'Sterilite Show Offs Storage Containers'
 'Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors'
 'Imation\xa030456 USB\xa0Flash Drive\xa08GB' 'Staples'
 'Rogers Jumbo File, Granite' 'Hon Olson Stacker Chairs']","['Saint Petersburg' 'Jacksonville' 'Seattle' 'San Francisco'
 'New York City' 'Apple Valley' 'Springfield']",3.7142857142857144
Anthony O'Donnell,1,161.28,8.108108108108105,2016-08-16,2016-08-16,"['Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf']",['Los Angeles'],3.0
Anthony Rawles,13,4523.336,36.797572041582086,2014-06-30,2017-11-02,"['3M Hangers With Command Adhesive' 'AT&T TR1909W'
 'First Data FD10 PIN Pad' 'Situations Contoured Folding Chairs, 4/Set'
 'BIC Brite Liner Highlighters, Chisel Tip' 'Xerox 1997'
 'Premier Automatic Letter Opener' 'Nontoxic Chalk'
 'Polycom SoundPoint IP 450 VoIP phone' 'Hon Non-Folding Utility Tables'
 'Xerox 1977' 'Office Star - Task Chair with Contemporary Loop Arms'
 'Tenex B1-RE Series Chair Mats for Low Pile Carpets']","['Vancouver' 'Austin' 'Los Angeles' 'Long Beach' 'Columbus' 'Concord'
 'Seattle' 'New York City']",4.615384615384615
Anthony Witt,8,649.3760000000001,18.817487615236708,2015-04-13,2017-12-10,"['Kingston Digital DataTraveler 16GB USB 2.0' 'GBC Imprintable Covers'
 'Xerox 210' 'Electrix Halogen Magnifier Lamp'
 'Martin-Yale Premier Letter Opener' 'OIC #2 Pencils, Medium Soft'
 'Avery 505' 'Ooma Telo VoIP Home Phone System']",['Allen' 'Philadelphia' 'Farmington' 'Bakersfield'],3.25
Arianne Irving,18,4375.786,54.45878270187314,2014-04-28,2017-12-17,"['Leather Task Chair, Black' 'Hon Valutask Swivel Chairs'
 'Embossed Ink Jet Note Cards' 'Belkin F9S820V06 8 Outlet Surge'
 'Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock' 'Xerox 1933'
 'Standard Rollaway File with Lock' 'Peel & Stick Add-On Corner Pockets'
 'Newell 338' 'Strathmore #10 Envelopes, Ultimate White'
 'LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite'
 'Unpadded Memo Slips' 'Xerox 1923'
 'Alphabetical Labels for Top Tab Filing' 'HTC One'
 'Samsung Galaxy Mega 6.3' 'Easy-staple paper' 'Xerox 223']","['Philadelphia' 'Chesapeake' 'Los Angeles' 'Kent' 'Glendale'
 'New York City' 'Brentwood' 'San Francisco' 'Roseville']",3.7222222222222223
Art Ferguson,16,2052.908,18.14275342241178,2015-12-06,2017-11-19,"['Office Star Flex Back Scooter Chair with White Frame'
 'AT&T 841000 Phone' 'Bevis 36 x 72 Conference Tables'
 'Eureka Sanitaire  Commercial Upright'
 'SanDisk Cruzer 32 GB USB Flash Drive'
 'Ampad #10 Peel & Seel Holiday Envelopes' 'Digium D40 VoIP phone'
 'Insertable Tab Post Binder Dividers'
 'Logitech Desktop MK120 Mouse and keyboard Combo' 'Xerox 194'
 'Staple remover'
 'Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags'
 'Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity'
 'Safco Industrial Wire Shelving System'
 'Recycled Pressboard Report Cover with Reinforced Top Hinge'
 'Recycled Interoffice Envelopes with String and Button Closure, 10 x 13']","['College Station' 'Passaic' 'Chicago' 'Homestead' 'San Francisco'
 'San Clemente']",5.0
Art Foster,7,861.5649999999999,0.3133905880632269,2014-05-10,2016-11-10,"[""I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink""
 'Global Deluxe Office Fabric Chairs' 'Staple remover'
 'Acco Perma 4000 Stacking Storage Drawers'
 'Premier Elliptical Ring Binder, Black' 'Bestar Classic Bookcase'
 'DIXON Ticonderoga Erasable Checking Pencils']",['Louisville' 'Toledo' 'Fairfield' 'Philadelphia'],3.5714285714285716
Arthur Gainer,21,4510.7970000000005,23.203434245951403,2014-07-23,2017-09-25,"['Wilson Jones Custom Binder Spines & Labels'
 'NETGEAR AC1750 Dual Band Gigabit\xa0Smart WiFi Router' 'Newell 324'
 'Microsoft Natural Keyboard Elite' 'Belkin F9G930V10-GRY 9 Outlet Surge'
 'Avery 497'
 'Sauder Camden County Barrister Bookcase, Planked Cherry Finish'
 'DXL Angle-View Binders with Locking Rings, Black'
 'Sauder Camden County Collection Libraries, Planked Cherry Finish'
 'Acme Forged Steel Scissors with Black Enamel Handles' 'Avery 519'
 'Eldon Advantage Chair Mats for Low to Medium Pile Carpets'
 'Steel Personal Filing/Posting Tote'
 'Eldon Advantage Foldable Chair Mats for Low Pile Carpets'
 'Staple envelope' 'Global Value Steno Chair, Gray' 'Avery 474'
 'Bush Westfield Collection Bookcases, Dark Cherry Finish'
 'Hon GuestStacker Chair' 'Bush Somerset Collection Bookcase' 'Avery 492']","['Tucson' 'Los Angeles' 'San Diego' 'Waterbury' 'Richmond' 'Dallas'
 'Chicago' 'Philadelphia' 'Eau Claire' 'Coral Springs']",3.2857142857142856
Arthur Prichep,31,3323.5560000000005,41.46617587152055,2014-08-23,2017-09-23,"['#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes'
 'Luxo Professional Combination Clamp-On Lamps' 'Stockwell Push Pins'
 'Xerox 223' 'Star Micronics TSP800 TSP847IIU Receipt Printer'
 'Fellowes Mobile File Cart, Black'
 'GBC DocuBind P50 Personal Binding Machine' 'Holmes HEPA Air Purifier'
 'Xerox 1988' 'Harmony HEPA Quiet Air Purifiers'
 'Kingston Digital DataTraveler 16GB USB 2.0'
 'Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors'
 'Belkin F8E887 USB Wired Ergonomic Keyboard'
 'Advantus Map Pennant Flags and Round Head Tacks' 'Newell 341'
 'Advantus Plastic Paper Clips' 'Economy #2 Pencils'
 'Magna Visual Magnetic Picture Hangers'
 'Boston 16750 Black Compact Battery Pencil Sharpener'
 'Global Adaptabilities Conference Tables'
 'Boston School Pro Electric Pencil Sharpener, 1670' 'Newell Chalk Holder'
 'Boston Home & Office Model 2000 Electric Pencil Sharpeners'
 '50 Colored Long Pencils' 'Hon Olson Stacker Stools' 'Xerox 1976'
 'Acme Titanium Bonded Scissors' 'Regeneration Desk Collection'
 'Cisco SPA525G2 IP Phone - Wireless' 'Xerox 1931']","['Palm Coast' 'Los Angeles' 'Seattle' 'Fort Collins' 'Rock Hill'
 'Columbus' 'Henderson' 'Denver']",4.741935483870968
Arthur Wiediger,16,2852.968,9.724231431516966,2014-07-14,2017-11-14,"['Acco D-Ring Binder w/DublLock'
 ""I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink""
 'Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units'
 'Acco Suede Grain Vinyl Round Ring Binder'
 'Aastra 6757i CT Wireless VoIP phone' 'Avery 511'
 'Panasonic KX TS3282W Corded phone'
 'Eldon Stackable Tray, Side-Load, Legal, Smoke'
 'APC 7 Outlet Network SurgeArrest Surge Protector' 'Dax Clear Box Frame'
 'Nontoxic Chalk' 'Xerox 1975'
 'Global Enterprise Series Seating High-Back Swivel/Tilt Chairs'
 'Staple magnet'
 'Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red'
 'Security-Tint Envelopes']","['Aurora' 'Oklahoma City' 'San Francisco' 'Philadelphia' 'Helena'
 'Houston' 'Minneapolis']",4.1875
Ashley Jarboe,10,1839.2400000000002,41.6585381686363,2014-03-03,2017-10-06,"['Zebra Zazzle Fluorescent Highlighters'
 'Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge'
 'Novimex Swivel Fabric Task Chair'
 'Polycom CX300 Desktop Phone USB VoIP phone'
 'Catalog Binders with Expanding Posts'
 'iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4'
 'Avery 491'
 'Holmes Visible Mist Ultrasonic Humidifier with 2.3-Gallon Output per Day, Replacement Filter'
 'Micro Innovations USB RF Wireless Keyboard with Mouse'
 'Avery Hi-Liter Smear-Safe Highlighters']","['Wilmington' 'Lawrence' 'Taylor' 'Detroit' 'San Francisco' 'Los Angeles'
 'Chandler']",4.2
Astrea Jones,5,629.2479999999999,42.51144301564468,2014-09-14,2017-10-17,"['Fellowes Officeware Wire Shelving' 'Colored Envelopes'
 'Economy #2 Pencils' 'Kensington 6 Outlet SmartSocket Surge Protector'
 'Cardinal HOLDit! Binder Insert Strips,Extra Strips']",['Rochester' 'San Diego' 'New York City'],4.4
Barbara Fisher,13,599.798,47.38497742879649,2014-07-14,2017-09-30,"['Self-Adhesive Address Labels for Typewriters by Universal'
 '9-3/4 Diameter Round Wall Clock' 'Honeywell Quietcare HEPA Air Cleaner'
 'Xerox 1916' 'Stackable Trays'
 'Wilson Jones Turn Tabs Binder Tool for Ring Binders'
 'Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled'
 'Xerox 189'
 'Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue'
 'Xerox 202' 'Newell 333' 'Newell 315'
 'Self-Adhesive Address Labels for Typewriters with Dispenser Box']","['Charlotte' 'Fayetteville' 'Columbus' 'Roswell' 'Vineland'
 'New York City' 'Philadelphia']",4.3076923076923075
Barry Blumstein,8,744.34,17.016459974206448,2014-07-27,2017-09-16,"['Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled'
 'Newell 330' 'Staples'
 'Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector'
 'Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags'
 'SAFCO Commercial Wire Shelving, Black'
 'GBC Premium Transparent Covers with Diagonal Lined Pattern'
 'Aastra 6757i CT Wireless VoIP phone']",['Inglewood' 'Sierra Vista' 'Toledo' 'Los Angeles' 'San Antonio'],4.125
Barry Franz,10,1333.88,14.464607573212607,2014-09-25,2017-11-21,"['Eldon Portable Mobile Manager' 'Newell 344' 'Advantus T-Pin Paper Clips'
 ""Acco Six-Outlet Power Strip, 4' Cord Length""
 'Mitel MiVoice 5330e IP Phone'
 'Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H'
 'Cisco Small Business SPA 502G VoIP phone'
 'Dixon Ticonderoga Core-Lock Colored Pencils'
 'Eldon Image Series Desk Accessories, Ebony'
 'Tenex Chairmat w/ Average Lip, 45"" x 53""']",['Pasadena' 'Los Angeles' 'Aurora'],4.1
Barry Französisch,21,2888.506,18.66585635211548,2014-02-15,2017-10-17,"['Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages'
 'Flat Face Poster Frame' 'Acco Hot Clips Clips to Go'
 'Tops Wirebound Message Log Books' 'Global Ergonomic Managers Chair'
 'Barricks Non-Folding Utility Table with Steel Legs, Laminate Tops'
 'Nortel Business Series Terminal T7208 Digital phone'
 'XtraLife ClearVue Slant-D Ring Binders by Cardinal'
 'Mediabridge Sport Armband iPhone 5s' 'Avery 494' 'Staple holder'
 ""Global Wood Trimmed Manager's Task Chair, Khaki""
 'Premier Elliptical Ring Binder, Black' 'Canon PC-428 Personal Copier'
 'Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box'
 'DAX Black Cherry Wood-Tone Poster Frame' 'Xerox 205'
 'Global Armless Task Chair, Royal Blue'
 'Pressboard Data Binders by Wilson Jones'
 'Panasonic KX-TG6844B Expandable Digital Cordless Telephone'
 'Star Micronics TSP100 TSP143LAN Receipt Printer']","['Green Bay' 'Aurora' 'Los Angeles' 'Jacksonville' 'Arlington' 'Seattle'
 'Modesto' 'New York City']",2.9523809523809526
Barry Gonzalez,12,2798.948,14.590052896799696,2014-11-05,2017-12-02,"['Plantronics CS510 - Over-the-Head monaural Wireless Headset System'
 'Fellowes Stor/Drawer Steel Plus Storage Drawers' 'Stockwell Push Pins'
 'Staple remover' 'Sanford 52201 APSCO Electric Pencil Sharpener'
 'Xerox 1909' 'GBC Ibimaster 500 Manual ProClick Binding System'
 'Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h'
 'Apple EarPods with Remote and Mic'
 'TOPS Voice Message Log Book, Flash Format' 'Newell 318'
 'Global Stack Chair with Arms, Black']","['Monroe' 'Austin' 'Greensboro' 'Memphis' 'Nashville' 'The Colony'
 'Springfield' 'Hampton']",3.5
